"CURSO";"N° QUESTÃO";"N° ACERTOS";"N° ERROS";"NOME PROVA";"OPÇÃO LÍNGUA"
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"1";"1";"10";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"2";"2";"9";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"3";"6";"5";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"4";"5";"6";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"5";"9";"2";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"6";"0";"11";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"7";"5";"6";"Prova Objetiva";" - "
"EAM1AM-RJB -  Algorítimos e Lógica de Programação";"8";"4";"7";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"1";"1";"8";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"2";"3";"6";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"3";"7";"2";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"4";"2";"7";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"5";"6";"3";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"6";"3";"6";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"7";"1";"8";"Prova Objetiva";" - "
"ECA1AM-RJB -  Algorítimos e Lógica de Programação";"8";"3";"6";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"1";"4";"6";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"2";"3";"7";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"3";"6";"4";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"4";"1";"9";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"5";"6";"4";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"6";"4";"6";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"7";"2";"8";"Prova Objetiva";" - "
"EGM1AM-RJA -  Algorítimos e Lógica de Programação";"8";"4";"6";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"1";"4";"7";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"2";"4";"7";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"3";"6";"5";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"4";"0";"11";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"5";"4";"7";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"6";"2";"9";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"7";"4";"7";"Prova Objetiva";" - "
"ENC1AM-RJA -  Algorítimos e Lógica de Programação";"8";"3";"8";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"1";"3";"8";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"2";"0";"11";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"3";"7";"4";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"4";"3";"8";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"5";"10";"1";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"6";"3";"8";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"7";"3";"8";"Prova Objetiva";" - "
"ENC1AM-RJB - Algorítimos e Lógica de Programação";"8";"5";"6";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"1";"1";"5";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"2";"2";"4";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"3";"4";"2";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"4";"0";"6";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"5";"5";"1";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"6";"0";"6";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"7";"0";"6";"Prova Objetiva";" - "
"EGM1BM- RJA - Algoritmos e Técnicas de Programação";"8";"1";"5";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"1";"4";"4";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"2";"5";"3";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"3";"6";"2";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"4";"4";"4";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"5";"6";"2";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"6";"2";"6";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"7";"6";"2";"Prova Objetiva";" - "
"ENC1BM-RJA - Algoritmos e Técnicas de Programação";"8";"5";"3";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"1";"3";"4";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"2";"0";"7";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"3";"0";"7";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"4";"3";"4";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"5";"3";"4";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"6";"1";"6";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"7";"0";"7";"Prova Objetiva";" - "
"EAM1AN-RJA - Algorítimos e Lógica de Programação Teórica";"8";"4";"3";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"1";"5";"6";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"2";"2";"9";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"3";"5";"6";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"4";"8";"3";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"5";"7";"4";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"6";"4";"7";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"7";"5";"6";"Prova Objetiva";" - "
"ECA1AN-RJA - Algorítimos e Lógica de Programação";"8";"5";"6";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"1";"6";"3";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"2";"4";"5";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"3";"5";"4";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"4";"5";"4";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"5";"9";"0";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"6";"4";"5";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"7";"6";"3";"Prova Objetiva";" - "
"ECP1AN-RJA - Algorítimos e Lógica de Programação";"8";"2";"7";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"1";"3";"8";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"2";"2";"9";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"3";"3";"8";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"4";"6";"5";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"5";"7";"4";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"6";"2";"9";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"7";"4";"7";"Prova Objetiva";" - "
"EGM1AN-RJC - Algorítimos e Lógica de Programação ";"8";"3";"8";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"1";"5";"7";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"2";"0";"12";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"3";"2";"10";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"4";"10";"2";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"5";"9";"3";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"6";"4";"8";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"7";"9";"3";"Prova Objetiva";" - "
"EGM1AN-RJD - Algorítimos e Lógica de Programação";"8";"5";"7";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"1";"3";"7";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"2";"0";"10";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"3";"1";"9";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"4";"1";"9";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"5";"7";"3";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"6";"2";"8";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"7";"4";"6";"Prova Objetiva";" - "
"ENC1AN-RJC - Algorítimos e Lógica de Programação";"8";"3";"7";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"1";"2";"9";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"2";"0";"11";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"3";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"4";"6";"5";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"5";"8";"3";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"6";"2";"9";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"7";"6";"5";"Prova Objetiva";" - "
"ENC1AN-RJD - Algorítimos e Lógica de Programação";"8";"4";"7";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"1";"1";"11";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"2";"0";"12";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"3";"1";"11";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"4";"9";"3";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"5";"8";"4";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"6";"0";"12";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"7";"7";"5";"Prova Objetiva";" - "
"ENC1AN-RJG - Algorítimos e Lógica de Programação";"8";"0";"12";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"1";"5";"7";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"2";"2";"10";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"3";"3";"9";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"4";"4";"8";"Prova Objetiva";" - "
"ENE1AN-RJA - Algorítimos e Lógica de Programação ";"5";"10";"2";"Prova Objetiva";" - "
